0.05	1.11E+03
0.1	6.01E+02
0.2	2.52E+02
0.3	1.25E+02
0.4	6.87E+01
0.5	4.13E+01
0.6	2.72E+01
0.8	1.54E+01
1	1.06E+01
1.5	5.70E+00
2	3.71E+00
2.5	2.62E+00
3	1.93E+00
4	1.19E+00
5	8.41E-01
6	6.77E-01
7	5.94E-01
8	5.47E-01
9	5.17E-01
10	4.91E-01
12	4.55E-01
14	4.24E-01
16	4.00E-01
18	3.81E-01
20	3.60E-01



