--- MMOD SHIELDING SIMULATION RESULTS ---
Design Particle Diameter [cm],0.05
Design Impact Velocity [km/s],2.5
Optimized Monolithic Mass [kg/m2],6.825510488432205
Optimized Whipple Shield Mass [kg/m2],0.35024616871565944

Velocity [km/s],Mono Critical Dia [cm],Whipple Critical Dia [cm],Time [Years],Poisson PNP
1.0,0.0891867906154004,0.005350827965478224,0.0,1.0
1.1414141414141414,0.08203904372925085,0.004921993564501756,0.15151515151515152,0.992001252506295
1.2828282828282829,0.07620501837069413,0.004571976865566028,0.30303030303030304,0.9840664849740581
1.4242424242424243,0.07133458956937466,0.004279771860159423,0.45454545454545453,0.9761951856437329
1.5656565656565657,0.06719459231936563,0.004031389639995464,0.6060606060606061,0.9683868468491982
1.7070707070707072,0.06362317996800884,0.00381712009453887,0.7575757575757576,0.9606409649850263
1.8484848484848486,0.060504159732751,0.00362999215121283,0.9090909090909091,0.952957040474002
1.98989898989899,0.0577517498629015,0.003464859269959606,1.0606060606060606,0.945334577734902
2.1313131313131315,0.05530110957212958,0.0033178312794835615,1.2121212121212122,0.9377730851505324
2.2727272727272725,0.05310222919618406,0.0031859078127104584,1.3636363636363635,0.9302720750360206
2.4141414141414144,0.051115859643401866,0.003066734091137321,1.5151515151515151,0.9228310636073626
2.5555555555555554,0.0493107243900473,0.0029584336564151812,1.6666666666666667,0.9154495709502201
2.6969696969696972,0.04766156333558603,0.0028594910099885127,1.8181818181818181,0.9081271209889688
2.8383838383838382,0.04614773092636694,0.0027686675064808306,1.9696969696969697,0.9008632414559927
2.97979797979798,0.04475217245670875,0.002684939936115521,2.121212121212121,0.8936574638612256
3.121212121212121,0.04346066389712445,0.003667478608987359,2.272727272727273,0.8865093234619349
3.2626262626262625,0.04226123885225897,0.004827112707070201,2.4242424242424243,0.8794183592327477
3.404040404040404,0.041143750672515016,0.005986746805153043,2.5757575757575757,0.8723841138359166
3.5454545454545454,0.0400995336897548,0.007146380903235886,2.727272727272727,0.8654061335918235
3.686868686868687,0.0391211381740101,0.008306015001318728,2.878787878787879,0.8584839684497191
3.8282828282828283,0.038202120821565336,0.00946564909940157,3.0303030303030303,0.851617171958696
3.9696969696969697,0.037336877564511345,0.010625283197484412,3.1818181818181817,0.8448053012388952
4.111111111111111,0.03652050898301749,0.011784917295567252,3.3333333333333335,0.838047916952942
4.252525252525253,0.03574871108406306,0.012944551393650097,3.484848484848485,0.83134458327761
4.3939393939393945,0.03501768599886693,0.014104185491732943,3.6363636363636362,0.824694867875713
4.5353535353535355,0.03432406845545652,0.015263819589815781,3.787878787878788,0.8180983418682208
4.6767676767676765,0.03366486484461136,0.016423453687898618,3.9393939393939394,0.8115545798065982
4.818181818181818,0.033037402414153774,0.017583087785981465,4.090909090909091,0.8050631596453653
4.95959595959596,0.03243928666591634,0.01874272188406431,4.242424242424242,0.7986236627148778
5.101010101010101,0.03186836543931318,0.019902355982147152,4.393939393939394,0.7922356736943237
5.242424242424242,0.0313226984791701,0.02106199008022999,4.545454545454546,0.7858987805849376
5.383838383838384,0.030800531527705656,0.022221624178312836,4.696969696969697,0.7796125746834279
5.525252525252525,0.03030027416901195,0.023381258276395672,4.848484848484849,0.7733766505556181
5.666666666666667,0.02982048080205081,0.02454089237447852,5.0,0.7671906060102964
5.808080808080808,0.029359834234667502,0.02570052647256136,5.151515151515151,0.7610540420732775
5.94949494949495,0.02891713148360252,0.026860160570644203,5.303030303030303,0.7549665629616699
6.090909090909091,0.028491271439344542,0.028019794668727043,5.454545454545454,0.7489277760583491
6.232323232323233,0.028081244114000262,0.029179428766809887,5.606060606060606,0.7429372918866364
6.373737373737374,0.02768612123827923,0.030339062864892727,5.757575757575758,0.7369947240851782
6.515151515151516,0.02730504801259694,0.031498696962975574,5.909090909090909,0.7310996893830282
6.656565656565657,0.026937235849042944,0.03265833106105841,6.0606060606060606,0.7252518075749271
6.797979797979798,0.026581955966980486,0.03381796515914125,6.212121212121212,0.7194507014967821
6.9393939393939394,0.026238533726469872,0.034977599257224094,6.363636363636363,0.7136959970013406
7.08080808080808,0.025906343601425814,0.03533912016963123,6.515151515151516,0.7079873229340587
7.222222222222222,0.025584804709130892,0.035106946558247275,6.666666666666667,0.702324311109165
7.363636363636363,0.025273376824992172,0.03488075654566365,6.818181818181818,0.6967065962859126
7.505050505050505,0.024971556821690295,0.03466028537674621,6.96969696969697,0.691133816145023
7.646464646464646,0.02467887548048925,0.034445284720334826,7.121212121212121,0.6856056112653182
7.787878787878788,0.024394894629737672,0.03423552136890792,7.2727272727272725,0.6801216251005398
7.929292929292929,0.02411920457173431,0.034030776062685175,7.424242424242424,0.6746815039563522
8.070707070707071,0.02385142176433905,0.03383084242427626,7.575757575757576,0.6692848969675322
8.212121212121211,0.02359118672814371,0.03363552599174825,7.7272727272727275,0.6639314560753385
8.353535353535353,0.023338162153799275,0.0334446433394984,7.878787878787879,0.658620836005064
8.494949494949495,0.02309203118733402,0.03325802127762234,8.030303030303031,0.6533526942437667
8.636363636363637,0.022852495874074952,0.033075496121591705,8.181818181818182,0.6481266910181791
8.777777777777779,0.02261927574417641,0.032896913025027806,8.333333333333334,0.6429424892727941
8.91919191919192,0.02239210652482202,0.032722125369201153,8.484848484848484,0.6377997546481269
9.06060606060606,0.022170738965950385,0.0325509942036197,8.636363636363637,0.6326981554591495
9.202020202020202,0.02195493776790149,0.03238338773270727,8.787878787878787,0.6276373626738989
9.343434343434344,0.02174448060072496,0.032219180844131314,8.93939393939394,0.6226170498922554
9.484848484848484,0.02153915720606162,0.03205825467482718,9.090909090909092,0.6176368933248918
9.626262626262626,0.02133876857353192,0.03190049621119398,9.242424242424242,0.6126965717723896
9.767676767676768,0.021143126184458197,0.03174579792031341,9.393939393939394,0.6077957666045236
9.909090909090908,0.02095205131653112,0.03159405740937375,9.545454545454545,0.6029341617397111
10.05050505050505,0.020765374403718725,0.031445177110773735,9.696969696969697,0.5981114436246265
10.191919191919192,0.020582934446321678,0.03129906399063877,9.848484848484848,0.5933273012139778
10.333333333333334,0.020404578466611964,0.03115562927871102,10.0,0.5885814259504458
10.474747474747474,0.02023016100596364,0.031014788217777287,10.151515151515152,0.5838735117447833
10.616161616161616,0.02005954365980122,0.030876459830978958,10.303030303030303,0.579203254956074
10.757575757575758,0.01989259464706072,0.030740566705508607,10.454545454545455,0.5745703543721484
10.8989898989899,0.019729188411186486,0.03060703479134071,10.606060606060606,0.5699745111901571
11.04040404040404,0.019569205249978718,0.030475793213771557,10.757575757575758,0.565415428997299
11.181818181818182,0.019412530971866182,0.030346774098657523,10.909090909090908,0.5608928137517047
11.323232323232324,0.01925905657641052,0.030219912409343103,11.06060606060606,0.5564063737634712
11.464646464646465,0.01910867795705536,0.03009514579436158,11.212121212121213,0.5519558196758492
11.606060606060606,0.018961295624318742,0.029972414445073654,11.363636363636363,0.5475408644465811
11.747474747474747,0.018816814447793172,0.029851660962483206,11.515151515151516,0.543161223329388
11.88888888888889,0.01867514341546643,0.02973283023253612,11.666666666666666,0.5388166138556043
12.030303030303031,0.01853619540900995,0.029615869309268055,11.818181818181818,0.5345067558159602
12.171717171717171,0.018399886993801857,0.02950072730522137,11.969696969696969,0.530231371242509
12.313131313131313,0.018266138222559992,0.029387355288600394,12.121212121212121,0.5259901843906991
12.454545454545455,0.01813487245155795,0.029275706186678598,12.272727272727273,0.5217829217215906
12.595959595959595,0.018006016168485357,0.029165734695011488,12.424242424242424,0.517609311884212
12.737373737373737,0.017879498831093205,0.02905739719204536,12.575757575757576,0.5134690856980598
12.878787878787879,0.017755252715837392,0.028950651658745417,12.727272727272727,0.5093619761357375
13.02020202020202,0.017633212775798802,0.028845457602896533,12.878787878787879,0.5052877183057332
13.16161616161616,0.017513316507217623,0.02874177598775773,13.030303030303031,0.5012460494353352
13.303030303030303,0.01739550382403347,0.02863956916477604,13.181818181818182,0.4972367088536849
13.444444444444445,0.017279716939871737,0.028538800810088444,13.333333333333334,0.4932594379749633
13.585858585858587,0.017165900256961204,0.0284394358645613,13.484848484848484,0.4893139802817148
13.727272727272727,0.017054000261508457,0.02834144047713559,13.636363636363637,0.4854000813083016
