--- MMOD SHIELDING SIMULATION RESULTS ---
Design Particle Diameter [cm],2.0
Design Impact Velocity [km/s],10.0
Optimized Monolithic Mass [kg/m2],844.4458196122492
Optimized Whipple Shield Mass [kg/m2],77.01919120882427

Velocity [km/s],Mono Critical Dia [cm],Whipple Critical Dia [cm],Time [Years],Poisson PNP
7.505050505050505,2.3974746603047716,2.2007909387425966,6.96969696969697,0.9981533435357156
7.646464646464646,2.36937484642116,2.187139248016145,7.121212121212121,0.9981132367253357
7.787878787878788,2.3421103511175545,2.1738201054273674,7.2727272727272725,0.998073131526488
7.929292929292929,2.315641840047916,2.160819588848026,7.424242424242424,0.9980330279391079
8.070707070707071,2.289932490015011,2.1481245941306604,7.575757575757576,0.9979929259631303
8.212121212121211,2.264947788041608,2.135722773712195,7.7272727272727275,0.9979528255984906
8.353535353535353,2.240655349658341,2.123602480792839,7.878787878787879,0.9979127268451242
8.494949494949495,2.2170247542801533,2.1117527184991376,8.030303030303031,0.9978726297029662
8.636363636363637,2.194027395809977,2.10016309351139,8.181818181818182,0.997832534171952
8.777777777777779,2.1716363468378495,2.088823773697419,8.333333333333334,0.9977924402520166
8.91919191919192,2.149826235001718,2.077725449348208,8.484848484848484,0.9977523479430956
9.06060606060606,2.1285731302474606,2.0668592976574662,8.636363636363637,0.997712257245124
9.202020202020202,2.107854441874126,2.0562169501277436,8.787878787878787,0.9976721681580373
9.343434343434344,2.0876488243794653,2.045790462621108,8.93939393939394,0.9976320806817705
9.484848484848484,2.067936091233187,2.035572287803404,9.090909090909092,0.997591994816259
9.626262626262626,2.0486971358034727,2.0255552497582747,9.242424242424242,0.9975519105614382
9.767676767676768,2.029913858748102,2.0157325205710146,9.393939393939394,0.9975118279172432
9.909090909090908,2.011569101256717,2.0060975987033425,9.545454545454545,0.9974717468836095
10.05050505050505,1.993646583596829,1.9966442889987421,9.696969696969697,0.9974316674604722
10.191919191919192,1.9761308484742763,1.9873666841743982,9.848484848484848,0.9973915896477665
10.333333333333334,1.9590072087700645,1.9782591476702835,10.0,0.9973515134454279
10.474747474747474,1.942261699260788,1.9693162977388228,10.151515151515152,0.9973114388533917
10.616161616161616,1.9258810319698507,1.9605329926699933,10.303030303030303,0.997271365871593
10.757575757575758,1.90985255483219,1.9519043170569181,10.454545454545455,0.9972312944999674
10.8989898989899,1.894164213386695,1.9434255690160602,10.606060606060606,0.9971912247384499
11.04040404040404,1.878804515238523,1.9350922482842507,10.757575757575758,0.997151156586976
11.181818181818182,1.8637624970584599,1.9269000451220097,10.909090909090908,0.9971110900454808
11.323232323232324,1.8490276939087043,1.9188448299591228,11.06060606060606,0.9970710251138998
11.464646464646465,1.834590110704342,1.9109226437242357,11.212121212121213,0.9970309617921682
11.606060606060606,1.8204401956375438,1.9031296888054705,11.363636363636363,0.9969909000802215
11.747474747474747,1.8065688154074495,1.8954623205937544,11.515151515151516,0.9969508399779948
11.88888888888889,1.7929672321129888,1.8879170395647882,11.666666666666666,0.9969107814854236
12.030303030303031,1.7796270816787185,1.8804904838593923,11.818181818181818,0.996870724602443
12.171717171717171,1.7665403536953095,1.873179422325415,11.969696969696969,0.9968306693289885
12.313131313131313,1.7536993725667018,1.8659807479874992,12.121212121212121,0.9967906156649953
12.454545454545455,1.7410967798653365,1.8588914719138205,12.272727272727273,0.9967505636103989
12.595959595959595,1.728725517805325,1.8519087174514652,12.424242424242424,0.9967105131651345
12.737373737373737,1.716578813751077,1.845029714804424,12.575757575757576,0.9966704643291375
12.878787878787879,1.7046501656858357,1.8382517959302942,12.727272727272727,0.9966304171023432
13.02020202020202,1.6929333285708386,1.8315723897336813,12.878787878787879,0.996590371484687
13.16161616161616,1.6814223015315157,1.8249890175360377,13.030303030303031,0.9965503274761042
13.303030303030303,1.670111315812308,1.818499288803259,13.181818181818182,0.9965102850765302
13.444444444444445,1.6589948234463903,1.8121008971138113,13.333333333333334,0.9964702442859001
13.585858585858587,1.648067486590847,1.8057916163514693,13.484848484848484,0.9964302051041496
13.727272727272727,1.6373241674817578,1.799569297107965,13.636363636363637,0.9963901675312139
13.868686868686869,1.6267599189671933,1.7934318632819428,13.787878787878787,0.9963501315670282
14.01010101010101,1.6163699755793615,1.787377308861627,13.93939393939394,0.9963100972115282
14.151515151515152,1.6061497451101139,1.7814036948795402,14.090909090909092,0.9962700644646489
14.292929292929292,1.59609480065672,1.7755091465284496,14.242424242424242,0.9962300333263261
14.434343434343434,1.5862008731073014,1.7696918504285075,14.393939393939394,0.9961900037964947
14.575757575757576,1.5764638440375884,1.7639500520362672,14.545454545454545,0.9961499758750904
14.717171717171718,1.5668797389927411,1.7582820531869061,14.696969696969697,0.9961099495620482
14.858585858585858,1.5574447211298856,1.752686209761607,14.848484848484848,0.996069924857304
15.0,1.5481550851987798,1.7471609294725974,15.0,0.9960299017607928
